Id,Comune,Sesso,Anni,Popolazione
022205,Trento,maschi,11,625
022003,Aldeno,maschi,11,12
022005,Andalo,femmine,11,5
022222,Villa Lagarina,maschi,10,26
022205,Trento,totale,11,1160
022001,Ala,femmine,11,46
022029,Caderzone Terme,totale,11,5
022035,Calliano,femmine,11,13
022038,Canal San Bovo,femmine,11,2
022039,Canazei,totale,11,15
022002,Albiano,maschi,11,6
022001,Ala,totale,11,101
022002,Albiano,totale,11,13
022002,Albiano,femmine,11,7
022006,Arco,totale,11,192
022040,Capriana,femmine,11,2
022003,Aldeno,femmine,11,15
022042,Carisolo,femmine,11,8
022043,Carzano,totale,11,10
022006,Arco,femmine,11,91
022005,Andalo,maschi,11,7
022033,Caldes,femmine,11,7
022034,Caldonazzo,femmine,11,20
022036,Campitello Di Fassa,femmine,11,3
022006,Arco,maschi,11,101
022052,Cavedago,maschi,11,2
022053,Cavedine,totale,11,27
022011,Bedollo,totale,11,14
022050,Cavalese,maschi,11,32
022054,Cavizzana,totale,11,3
022025,Brentonico,femmine,11,29
022026,Bresimo,femmine,11,0
022026,Bresimo,maschi,11,3
022011,Bedollo,maschi,11,9
022025,Brentonico,maschi,11,23
022029,Caderzone Terme,maschi,11,4
022032,Calceranica Al Lago,totale,11,10
022035,Calliano,totale,11,21
022037,Campodenno,maschi,11,3
022033,Caldes,maschi,11,10
022034,Caldonazzo,maschi,11,26
022036,Campitello Di Fassa,maschi,11,2
022038,Canal San Bovo,totale,11,6
022029,Caderzone Terme,femmine,11,1
022033,Caldes,totale,11,17
022034,Caldonazzo,totale,11,46
022036,Campitello Di Fassa,totale,11,5
022045,Castel Condino,femmine,11,2
022051,Cavareno,femmine,11,7
022032,Calceranica Al Lago,femmine,11,1
022037,Campodenno,totale,11,11
022038,Canal San Bovo,maschi,11,4
022032,Calceranica Al Lago,maschi,11,9
022035,Calliano,maschi,11,8
022037,Campodenno,femmine,11,8
022061,Civezzano,maschi,11,21
022062,Cles,totale,11,56
022074,Denno,femmine,11,3
022058,Cimone,totale,11,4
022040,Capriana,totale,11,5
022040,Capriana,maschi,11,3
022059,Cinte Tesino,totale,11,4
022042,Carisolo,maschi,11,5
022043,Carzano,femmine,11,3
022042,Carisolo,totale,11,13
022043,Carzano,maschi,11,7
022078,Drena,maschi,11,4
022079,Dro,femmine,11,31
022052,Cavedago,femmine,11,0
022053,Cavedine,maschi,11,18
022045,Castel Condino,maschi,11,1
022050,Cavalese,femmine,11,28
022051,Cavareno,maschi,11,7
022045,Castel Condino,totale,11,3
022051,Cavareno,totale,11,14
022050,Cavalese,totale,11,60
022054,Cavizzana,femmine,11,1
022052,Cavedago,totale,11,2
022053,Cavedine,femmine,11,9
022054,Cavizzana,maschi,11,2
022059,Cinte Tesino,femmine,11,1
022058,Cimone,femmine,11,1
022060,Cis,maschi,11,1
022061,Civezzano,femmine,11,28
022062,Cles,maschi,11,29
022228,Comano Terme,totale,11,26
022071,Dambel,totale,11,5
022074,Denno,totale,11,7
022064,Commezzadura,maschi,11,2
022059,Cinte Tesino,maschi,11,3
022062,Cles,femmine,11,27
022074,Denno,maschi,11,4
022060,Cis,totale,11,2
022071,Dambel,femmine,11,3
022058,Cimone,maschi,11,3
022060,Cis,femmine,11,1
022061,Civezzano,totale,11,49
022071,Dambel,maschi,11,2
022079,Dro,totale,11,61
022078,Drena,totale,11,5
022079,Dro,maschi,11,30
022078,Drena,femmine,11,1
022039,Canazei,maschi,11,6
022048,Castello Tesino,femmine,11,4
022047,Castello-Molina Di Fiemme,maschi,11,12
022049,Castelnuovo,totale,11,7
022009,Baselga Di Pinè,totale,11,52
022013,Besenello,femmine,11,19
022015,Bieno,femmine,11,4
022017,Bleggio Superiore,totale,11,13
022068,Croviana,femmine,11,4
022228,Comano Terme,femmine,11,15
022083,Fiavè,femmine,11,6
022090,Frassilongo,totale,11,3
022087,Folgaria,maschi,10,10
022007,Avio,totale,11,41
022092,Giovo,totale,11,26
022018,Bocenago,maschi,11,2
022087,Folgaria,femmine,10,13
022089,Fornace,maschi,10,9
022007,Avio,maschi,11,22
022007,Avio,femmine,11,19
022087,Folgaria,totale,10,23
022085,Fierozzo,totale,11,5
022089,Fornace,totale,11,12
022049,Castelnuovo,femmine,11,4
022064,Commezzadura,totale,11,7
022039,Canazei,femmine,11,9
022009,Baselga Di Pinè,maschi,11,23
022013,Besenello,totale,11,36
022015,Bieno,totale,11,8
022017,Bleggio Superiore,maschi,11,10
022009,Baselga Di Pinè,femmine,11,29
022018,Bocenago,femmine,11,0
022013,Besenello,maschi,11,17
022015,Bieno,maschi,11,4
022017,Bleggio Superiore,femmine,11,3
022229,Ledro,femmine,11,23
022106,Livo,maschi,11,4
022108,Lona-Lases,maschi,11,2
022091,Garniga Terme,totale,11,1
022068,Croviana,maschi,11,2
022081,Fai Della Paganella,totale,11,9
022048,Castello Tesino,totale,11,8
022047,Castello-Molina Di Fiemme,femmine,11,13
022064,Commezzadura,femmine,11,5
022228,Comano Terme,maschi,11,11
022048,Castello Tesino,maschi,11,4
022047,Castello-Molina Di Fiemme,totale,11,25
022112,Massimeno,totale,11,0
022068,Croviana,totale,11,6
022081,Fai Della Paganella,maschi,11,6
022117,Mezzolombardo,femmine,11,40
022049,Castelnuovo,maschi,11,3
022092,Giovo,femmine,11,11
022083,Fiavè,totale,11,11
022090,Frassilongo,maschi,11,0
022085,Fierozzo,maschi,11,3
022087,Folgaria,maschi,11,11
022089,Fornace,maschi,11,4
022087,Folgaria,femmine,11,13
022083,Fiavè,maschi,11,5
022085,Fierozzo,femmine,11,2
022089,Fornace,femmine,11,8
022090,Frassilongo,femmine,11,3
022081,Fai Della Paganella,femmine,11,3
022110,Malé,maschi,11,6
022092,Giovo,maschi,11,15
022091,Garniga Terme,maschi,11,1
022093,Giustino,totale,11,6
022093,Giustino,maschi,11,3
022127,Nogaredo,maschi,11,16
022129,Novaledo,totale,11,14
022087,Folgaria,totale,11,24
022091,Garniga Terme,femmine,11,0
022114,Mezzana,femmine,11,7
022120,Molveno,totale,11,9
022097,Imer,femmine,11,2
022095,Grigno,totale,11,16
022097,Imer,totale,11,6
022098,Isera,maschi,11,13
022093,Giustino,femmine,11,3
022095,Grigno,femmine,11,10
022098,Isera,totale,11,26
022229,Ledro,totale,11,53
022106,Livo,femmine,11,5
022108,Lona-Lases,femmine,11,7
022102,Lavarone,maschi,11,7
022104,Levico Terme,maschi,11,49
022102,Lavarone,femmine,11,3
022103,Lavis,femmine,11,38
022104,Levico Terme,femmine,11,49
022095,Grigno,maschi,11,6
022097,Imer,maschi,11,4
022098,Isera,femmine,11,13
022128,Nomi,femmine,11,6
022106,Livo,totale,11,9
022108,Lona-Lases,totale,11,9
022110,Malé,femmine,11,18
022112,Massimeno,maschi,11,0
022109,Luserna,femmine,11,1
022113,Mazzin,maschi,11,2
022102,Lavarone,totale,11,10
022103,Lavis,totale,11,98
022104,Levico Terme,totale,11,98
022103,Lavis,maschi,11,60
022229,Ledro,maschi,11,30
022130,Ospedaletto,maschi,11,2
022110,Malé,totale,11,24
022114,Mezzana,totale,11,9
022115,Mezzano,maschi,11,7
022117,Mezzolombardo,totale,11,79
022118,Moena,maschi,11,17
022120,Molveno,maschi,11,5
022115,Mezzano,femmine,11,13
022116,Mezzocorona,femmine,11,30
022114,Mezzana,maschi,11,2
022118,Moena,femmine,11,7
022120,Molveno,femmine,11,4
022123,Mori,maschi,11,49
022112,Massimeno,femmine,11,0
022113,Mazzin,femmine,11,2
022115,Mezzano,totale,11,20
022116,Mezzocorona,totale,11,62
022128,Nomi,totale,11,10
022131,Ossana,totale,11,9
022123,Mori,femmine,11,49
022127,Nogaredo,femmine,11,12
022129,Novaledo,maschi,11,8
022127,Nogaredo,totale,11,28
022128,Nomi,maschi,11,4
022130,Ospedaletto,femmine,11,3
022131,Ossana,femmine,11,6
022113,Mazzin,totale,11,4
022116,Mezzocorona,maschi,11,32
022117,Mezzolombardo,maschi,11,39
022130,Ospedaletto,totale,11,5
022123,Mori,totale,11,98
022131,Ossana,maschi,11,3
022129,Novaledo,femmine,11,6
022137,Pellizzano,totale,11,6
022089,Fornace,femmine,10,4
022021,Bondone,femmine,11,1
022022,Borgo Valsugana,maschi,11,34
022109,Luserna,maschi,11,3
022124,Nago-Torbole,maschi,11,12
022142,Pieve Tesino,totale,11,7
022133,Palù Del Fersina,totale,11,0
022134,Panchià,totale,11,7
022136,Peio,totale,11,12
022139,Pergine Valsugana,totale,11,278
022021,Bondone,totale,11,4
022090,Frassilongo,maschi,10,0
022022,Borgo Valsugana,femmine,11,34
022021,Bondone,maschi,11,3
022090,Frassilongo,femmine,10,2
022018,Bocenago,totale,11,2
022090,Frassilongo,totale,10,2
022022,Borgo Valsugana,totale,11,68
022089,Fornace,totale,10,13
022124,Nago-Torbole,femmine,11,17
022118,Moena,totale,11,24
022109,Luserna,totale,11,4
022124,Nago-Torbole,totale,11,29
022153,Riva Del Garda,totale,11,179
022144,Pomarolo,maschi,11,17
022150,Rabbi,totale,11,11
022134,Panchià,maschi,11,2
022136,Peio,maschi,11,7
022137,Pellizzano,maschi,11,4
022138,Pelugo,totale,11,4
022139,Pergine Valsugana,maschi,11,133
022138,Pelugo,femmine,11,2
022134,Panchià,femmine,11,5
022137,Pellizzano,femmine,11,2
022138,Pelugo,maschi,11,2
022160,Roverè Della Luna,maschi,11,3
022161,Rovereto,totale,11,397
022133,Palù Del Fersina,femmine,11,0
022136,Peio,femmine,11,5
022139,Pergine Valsugana,femmine,11,145
022133,Palù Del Fersina,maschi,11,0
022144,Pomarolo,femmine,11,17
022143,Pinzolo,femmine,11,11
022142,Pieve Tesino,femmine,11,3
022143,Pinzolo,totale,11,24
022143,Pinzolo,maschi,11,13
022144,Pomarolo,totale,11,34
022142,Pieve Tesino,maschi,11,4
022150,Rabbi,maschi,11,6
022155,Romeno,totale,11,15
022135,Ronzo-Chienis,femmine,11,3
022159,Ronzone,maschi,11,3
022164,Sagron Mis,femmine,11,0
022150,Rabbi,femmine,11,5
022153,Riva Del Garda,femmine,11,82
022172,Segonzano,totale,11,14
022153,Riva Del Garda,maschi,11,97
022156,Roncegno Terme,maschi,11,18
022157,Ronchi Valsugana,totale,11,3
022162,Ruffrè-Mendola,totale,11,2
022163,Rumo,femmine,11,7
022165,Samone,femmine,11,4
022155,Romeno,maschi,11,12
022156,Roncegno Terme,femmine,11,15
022135,Ronzo-Chienis,totale,11,6
022159,Ronzone,femmine,11,4
022162,Ruffrè-Mendola,maschi,11,1
022164,Sagron Mis,totale,11,0
022155,Romeno,femmine,11,3
022157,Ronchi Valsugana,maschi,11,1
022160,Roverè Della Luna,totale,11,12
022163,Rumo,totale,11,10
022165,Samone,totale,11,5
022156,Roncegno Terme,totale,11,33
022157,Ronchi Valsugana,femmine,11,2
022159,Ronzone,totale,11,7
022162,Ruffrè-Mendola,femmine,11,1
022163,Rumo,maschi,11,3
022164,Sagron Mis,maschi,11,0
022165,Samone,maschi,11,1
022182,Stenico,femmine,11,7
022160,Roverè Della Luna,femmine,11,9
022161,Rovereto,maschi,11,203
022167,San Michele All'Adige,femmine,11,16
022135,Ronzo-Chienis,maschi,11,3
022161,Rovereto,femmine,11,194
022168,Sant'Orsola Terme,femmine,11,7
022169,Sanzeno,maschi,11,5
022170,Sarnonico,totale,11,12
022167,San Michele All'Adige,totale,11,38
022167,San Michele All'Adige,maschi,11,22
022193,Terragnolo,femmine,11,0
022173,Sfruz,totale,11,3
022179,Spiazzo,maschi,11,11
022168,Sant'Orsola Terme,totale,11,12
022169,Sanzeno,femmine,11,5
022171,Scurelle,femmine,11,3
022172,Segonzano,maschi,11,7
022180,Spormaggiore,femmine,11,8
022181,Sporminore,maschi,11,3
022183,Storo,maschi,11,19
022188,Telve,maschi,11,12
022189,Telve Di Sopra,totale,11,4
022190,Tenna,totale,11,16
022191,Tenno,femmine,11,14
022199,Tione Di Trento,femmine,11,20
022200,Ton,maschi,11,7
022172,Segonzano,femmine,11,7
022169,Sanzeno,totale,11,10
022170,Sarnonico,maschi,11,7
022176,Soraga Di Fassa,maschi,11,3
022179,Spiazzo,femmine,11,9
022180,Spormaggiore,totale,11,13
022181,Sporminore,femmine,11,6
022176,Soraga Di Fassa,totale,11,6
022177,Sover,femmine,11,2
022184,Strembo,totale,11,5
022168,Sant'Orsola Terme,maschi,11,5
022170,Sarnonico,femmine,11,5
022171,Scurelle,totale,11,13
022226,Ziano Di Fiemme,maschi,11,8
022177,Sover,totale,11,6
022182,Stenico,maschi,11,8
022176,Soraga Di Fassa,femmine,11,3
022177,Sover,maschi,11,4
022179,Spiazzo,totale,11,20
022173,Sfruz,maschi,11,3
022182,Stenico,totale,11,15
022183,Storo,femmine,11,33
022190,Tenna,maschi,11,9
022191,Tenno,totale,11,26
022199,Tione Di Trento,totale,11,41
022202,Torcegno,maschi,11,2
022195,Terzolas,totale,11,10
022196,Tesero,maschi,11,15
022202,Torcegno,totale,11,2
022173,Sfruz,femmine,11,0
022180,Spormaggiore,maschi,11,5
022181,Sporminore,totale,11,9
022184,Strembo,maschi,11,3
022193,Terragnolo,maschi,11,3
022195,Terzolas,maschi,11,5
022196,Tesero,femmine,11,15
022183,Storo,totale,11,52
022184,Strembo,femmine,11,2
022199,Tione Di Trento,maschi,11,21
022202,Torcegno,femmine,11,0
022188,Telve,femmine,11,13
022189,Telve Di Sopra,maschi,11,2
022193,Terragnolo,totale,11,3
022226,Ziano Di Fiemme,femmine,11,6
022188,Telve,totale,11,25
022189,Telve Di Sopra,femmine,11,2
022190,Tenna,femmine,11,7
022200,Ton,totale,11,17
022226,Ziano Di Fiemme,totale,11,14
022081,Fai Della Paganella,maschi,12,4
022209,Valfloriana,totale,11,1
022203,Trambileno,totale,11,15
022171,Scurelle,maschi,11,10
022089,Fornace,maschi,12,4
022090,Frassilongo,femmine,12,0
022216,Vignola-Falesina,femmine,11,1
022222,Villa Lagarina,totale,11,42
022210,Vallarsa,femmine,11,3
022102,Lavarone,totale,12,11
022087,Folgaria,totale,12,26
022224,Volano,maschi,11,16
022064,Commezzadura,femmine,12,3
022064,Commezzadura,maschi,12,6
022091,Garniga Terme,maschi,12,3
022074,Denno,totale,12,14
022005,Andalo,femmine,12,5
022216,Vignola-Falesina,totale,11,5
022062,Cles,totale,12,67
022035,Calliano,femmine,12,11
022005,Andalo,maschi,12,8
022213,Vermiglio,maschi,11,9
022200,Ton,femmine,11,10
022205,Trento,totale,12,1229
022078,Drena,femmine,12,3
022085,Fierozzo,maschi,12,4
022229,Ledro,totale,12,58
022001,Ala,femmine,12,49
022228,Comano Terme,totale,12,33
022071,Dambel,maschi,12,2
022210,Vallarsa,totale,11,9
022029,Caderzone Terme,femmine,12,5
022002,Albiano,maschi,12,8
022079,Dro,maschi,12,40
022090,Frassilongo,maschi,12,2
022087,Folgaria,femmine,12,16
022103,Lavis,femmine,12,43
022093,Giustino,totale,12,5
022062,Cles,femmine,12,28
022074,Denno,femmine,12,4
022032,Calceranica Al Lago,totale,12,15
022092,Giovo,totale,12,25
022147,Predazzo,maschi,11,19
022034,Caldonazzo,maschi,12,18
022224,Volano,femmine,11,20
022222,Villa Lagarina,maschi,11,21
022001,Ala,totale,12,93
022078,Drena,maschi,12,4
022007,Avio,maschi,12,21
022006,Arco,maschi,12,85
022079,Dro,femmine,12,36
022083,Fiavè,maschi,12,4
022090,Frassilongo,totale,12,2
022003,Aldeno,totale,12,33
022216,Vignola-Falesina,maschi,11,4
022081,Fai Della Paganella,totale,12,7
022002,Albiano,femmine,12,6
022147,Predazzo,totale,11,36
022007,Avio,femmine,12,25
022081,Fai Della Paganella,femmine,12,3
022205,Trento,maschi,12,648
022209,Valfloriana,femmine,11,1
022095,Grigno,totale,12,17
022228,Comano Terme,maschi,12,18
022071,Dambel,totale,12,4
022103,Lavis,maschi,12,52
022210,Vallarsa,maschi,11,6
022195,Terzolas,femmine,11,5
022001,Ala,maschi,12,44
022074,Denno,maschi,12,10
022083,Fiavè,femmine,12,7
022079,Dro,totale,12,76
022029,Caderzone Terme,maschi,12,3
022078,Drena,totale,12,7
022006,Arco,totale,12,179
022095,Grigno,femmine,12,9
022222,Villa Lagarina,femmine,11,21
022002,Albiano,totale,12,14
022089,Fornace,totale,12,11
022203,Trambileno,maschi,11,3
022228,Comano Terme,femmine,12,15
022093,Giustino,femmine,12,2
022091,Garniga Terme,totale,12,5
022213,Vermiglio,totale,11,17
022196,Tesero,totale,11,30
022062,Cles,maschi,12,39
022213,Vermiglio,femmine,11,8
022147,Predazzo,femmine,11,17
022089,Fornace,femmine,12,7
022003,Aldeno,femmine,12,16
022091,Garniga Terme,femmine,12,2
022007,Avio,totale,12,46
022005,Andalo,totale,12,13
022035,Calliano,maschi,12,13
022085,Fierozzo,femmine,12,3
022085,Fierozzo,totale,12,7
022203,Trambileno,femmine,11,12
022034,Caldonazzo,femmine,12,24
022224,Volano,totale,11,36
022006,Arco,femmine,12,94
022029,Caderzone Terme,totale,12,8
022003,Aldeno,maschi,12,17
022191,Tenno,maschi,11,12
022071,Dambel,femmine,12,2
022064,Commezzadura,totale,12,9
022205,Trento,femmine,12,581
022209,Valfloriana,maschi,11,0
022092,Giovo,femmine,12,14
022144,Pomarolo,femmine,12,17
022025,Brentonico,maschi,12,24
022104,Levico Terme,femmine,12,50
022162,Ruffrè-Mendola,maschi,12,0
022015,Bieno,totale,12,1
022114,Mezzana,totale,12,9
022113,Mazzin,totale,12,6
022169,Sanzeno,totale,12,4
022161,Rovereto,totale,12,438
022170,Sarnonico,totale,12,8
022134,Panchià,femmine,12,4
022133,Palù Del Fersina,femmine,12,0
022137,Pellizzano,totale,12,6
022131,Ossana,femmine,12,6
022156,Roncegno Terme,maschi,12,20
022138,Pelugo,totale,12,4
022135,Ronzo-Chienis,totale,12,12
022095,Grigno,maschi,12,8
022115,Mezzano,totale,12,15
022103,Lavis,totale,12,95
022136,Peio,maschi,12,8
022011,Bedollo,maschi,12,1
022040,Capriana,femmine,12,1
022015,Bieno,femmine,12,0
022157,Ronchi Valsugana,totale,12,1
022021,Bondone,totale,12,6
022011,Bedollo,totale,12,9
022035,Calliano,totale,12,24
022009,Baselga Di Pinè,maschi,12,28
022037,Campodenno,maschi,12,9
022049,Castelnuovo,maschi,12,4
022021,Bondone,femmine,12,4
022025,Brentonico,femmine,12,29
022109,Luserna,totale,12,2
022143,Pinzolo,maschi,12,15
022130,Ospedaletto,totale,12,8
022013,Besenello,maschi,12,22
022120,Molveno,totale,12,11
022106,Livo,maschi,12,4
022142,Pieve Tesino,femmine,12,3
022159,Ronzone,totale,12,3
022025,Brentonico,totale,12,53
022117,Mezzolombardo,maschi,12,32
022022,Borgo Valsugana,maschi,12,36
022104,Levico Terme,maschi,12,46
022013,Besenello,totale,12,35
022134,Panchià,maschi,12,3
022038,Canal San Bovo,totale,12,11
022115,Mezzano,femmine,12,6
022026,Bresimo,maschi,12,1
022092,Giovo,maschi,12,11
022116,Mezzocorona,totale,12,51
022068,Croviana,totale,12,6
022137,Pellizzano,femmine,12,4
022047,Castello-Molina Di Fiemme,totale,12,20
022108,Lona-Lases,totale,12,14
022048,Castello Tesino,totale,12,4
022108,Lona-Lases,femmine,12,9
022144,Pomarolo,maschi,12,15
022138,Pelugo,femmine,12,2
022102,Lavarone,femmine,12,6
022011,Bedollo,femmine,12,8
022112,Massimeno,femmine,12,0
022026,Bresimo,femmine,12,0
022120,Molveno,femmine,12,2
022139,Pergine Valsugana,totale,12,250
022109,Luserna,femmine,12,1
022097,Imer,totale,12,6
022037,Campodenno,femmine,12,3
022009,Baselga Di Pinè,totale,12,59
022142,Pieve Tesino,maschi,12,2
022098,Isera,totale,12,28
022136,Peio,totale,12,13
022135,Ronzo-Chienis,femmine,12,5
022115,Mezzano,maschi,12,9
022159,Ronzone,femmine,12,1
022137,Pellizzano,maschi,12,2
022034,Caldonazzo,totale,12,42
022022,Borgo Valsugana,femmine,12,29
022036,Campitello Di Fassa,totale,12,5
022130,Ospedaletto,femmine,12,3
022097,Imer,femmine,12,4
022087,Folgaria,maschi,12,10
022102,Lavarone,maschi,12,5
022116,Mezzocorona,femmine,12,24
022113,Mazzin,femmine,12,4
022112,Massimeno,maschi,12,1
022039,Canazei,femmine,12,11
022038,Canal San Bovo,maschi,12,6
022114,Mezzana,femmine,12,3
022131,Ossana,maschi,12,5
022160,Roverè Della Luna,femmine,12,7
022033,Caldes,femmine,12,8
022109,Luserna,maschi,12,1
022018,Bocenago,maschi,12,0
022015,Bieno,maschi,12,1
022018,Bocenago,femmine,12,2
022169,Sanzeno,femmine,12,3
022138,Pelugo,maschi,12,2
022018,Bocenago,totale,12,2
022039,Canazei,totale,12,24
022033,Caldes,totale,12,12
022134,Panchià,totale,12,7
022133,Palù Del Fersina,totale,12,0
022130,Ospedaletto,maschi,12,5
022017,Bleggio Superiore,maschi,12,9
022120,Molveno,maschi,12,9
022093,Giustino,maschi,12,3
022032,Calceranica Al Lago,maschi,12,4
022133,Palù Del Fersina,maschi,12,0
022110,Malé,totale,12,25
022009,Baselga Di Pinè,femmine,12,31
022117,Mezzolombardo,totale,12,84
022157,Ronchi Valsugana,femmine,12,0
022163,Rumo,maschi,12,6
022118,Moena,femmine,12,9
022106,Livo,totale,12,7
022159,Ronzone,maschi,12,2
022116,Mezzocorona,maschi,12,27
022017,Bleggio Superiore,totale,12,16
022160,Roverè Della Luna,maschi,12,9
022131,Ossana,totale,12,11
022113,Mazzin,maschi,12,2
022017,Bleggio Superiore,femmine,12,7
022098,Isera,femmine,12,15
022144,Pomarolo,totale,12,32
022169,Sanzeno,maschi,12,1
022162,Ruffrè-Mendola,totale,12,2
022110,Malé,femmine,12,14
022083,Fiavè,totale,12,11
022106,Livo,femmine,12,3
022068,Croviana,maschi,12,3
022229,Ledro,maschi,12,26
022038,Canal San Bovo,femmine,12,5
022156,Roncegno Terme,femmine,12,20
022157,Ronchi Valsugana,maschi,12,1
022114,Mezzana,maschi,12,6
022162,Ruffrè-Mendola,femmine,12,2
022156,Roncegno Terme,totale,12,40
022170,Sarnonico,femmine,12,4
022139,Pergine Valsugana,femmine,12,125
022098,Isera,maschi,12,13
022161,Rovereto,maschi,12,229
022142,Pieve Tesino,totale,12,5
022136,Peio,femmine,12,5
022013,Besenello,femmine,12,13
022135,Ronzo-Chienis,maschi,12,7
022026,Bresimo,totale,12,1
022143,Pinzolo,femmine,12,20
022040,Capriana,maschi,12,2
022139,Pergine Valsugana,maschi,12,125
022118,Moena,maschi,12,11
022036,Campitello Di Fassa,femmine,12,1
022097,Imer,maschi,12,2
022022,Borgo Valsugana,totale,12,65
022032,Calceranica Al Lago,femmine,12,11
022104,Levico Terme,totale,12,96
022110,Malé,maschi,12,11
022037,Campodenno,totale,12,12
022021,Bondone,maschi,12,2
022112,Massimeno,totale,12,1
022143,Pinzolo,totale,12,35
022039,Canazei,maschi,12,13
022118,Moena,totale,12,20
022036,Campitello Di Fassa,maschi,12,4
022160,Roverè Della Luna,totale,12,16
022229,Ledro,femmine,12,32
022068,Croviana,femmine,12,3
022033,Caldes,maschi,12,4
022108,Lona-Lases,maschi,12,5
022117,Mezzolombardo,femmine,12,52
022047,Castello-Molina Di Fiemme,maschi,12,11
022165,Samone,totale,12,9
022164,Sagron Mis,totale,12,2
022183,Storo,femmine,12,36
022123,Mori,totale,12,99
022049,Castelnuovo,femmine,12,7
022184,Strembo,totale,12,7
022176,Soraga Di Fassa,femmine,12,2
022005,Andalo,femmine,13,8
022190,Tenna,maschi,12,5
022188,Telve,totale,12,21
022040,Capriana,totale,12,3
022195,Terzolas,maschi,12,0
022002,Albiano,maschi,13,8
022011,Bedollo,femmine,13,2
022173,Sfruz,totale,12,10
022127,Nogaredo,maschi,12,12
022193,Terragnolo,maschi,12,5
022202,Torcegno,femmine,12,5
022011,Bedollo,totale,13,13
022199,Tione Di Trento,totale,12,27
022128,Nomi,maschi,12,8
022182,Stenico,totale,12,6
022171,Scurelle,femmine,12,12
022167,San Michele All'Adige,femmine,12,21
022009,Baselga Di Pinè,totale,13,47
022203,Trambileno,femmine,12,7
022172,Segonzano,totale,12,14
022021,Bondone,totale,13,8
022168,Sant'Orsola Terme,maschi,12,3
022181,Sporminore,totale,12,5
022189,Telve Di Sopra,totale,12,1
022124,Nago-Torbole,maschi,12,10
022196,Tesero,totale,12,38
022222,Villa Lagarina,femmine,12,21
022042,Carisolo,maschi,12,8
022001,Ala,femmine,13,62
022163,Rumo,femmine,12,6
022180,Spormaggiore,totale,12,12
022177,Sover,maschi,12,3
022129,Novaledo,maschi,12,5
022179,Spiazzo,totale,12,15
022002,Albiano,femmine,13,10
022007,Avio,femmine,13,13
022203,Trambileno,totale,12,13
022200,Ton,femmine,12,5
022048,Castello Tesino,maschi,12,3
022006,Arco,femmine,13,76
022129,Novaledo,totale,12,15
022161,Rovereto,femmine,12,209
022196,Tesero,femmine,12,19
022048,Castello Tesino,femmine,12,1
022209,Valfloriana,femmine,12,2
022006,Arco,maschi,13,89
022188,Telve,femmine,12,12
022127,Nogaredo,totale,12,16
022181,Sporminore,femmine,12,1
022165,Samone,femmine,12,6
022202,Torcegno,totale,12,9
022172,Segonzano,femmine,12,10
022183,Storo,maschi,12,39
022191,Tenno,femmine,12,6
022210,Vallarsa,maschi,12,6
022123,Mori,femmine,12,51
022043,Carzano,totale,12,4
022129,Novaledo,femmine,12,10
022195,Terzolas,totale,12,1
022172,Segonzano,maschi,12,4
022196,Tesero,maschi,12,19
022200,Ton,totale,12,12
022005,Andalo,totale,13,14
022222,Villa Lagarina,totale,12,37
022042,Carisolo,femmine,12,5
022171,Scurelle,maschi,12,10
022001,Ala,totale,13,116
022007,Avio,maschi,13,30
022047,Castello-Molina Di Fiemme,femmine,12,9
022003,Aldeno,maschi,13,18
022191,Tenno,totale,12,15
022176,Soraga Di Fassa,maschi,12,3
022180,Spormaggiore,femmine,12,7
022128,Nomi,totale,12,19
022002,Albiano,totale,13,18
022193,Terragnolo,totale,12,8
022003,Aldeno,totale,13,29
022001,Ala,maschi,13,54
022177,Sover,femmine,12,3
022182,Stenico,maschi,12,4
022199,Tione Di Trento,femmine,12,8
022200,Ton,maschi,12,7
022182,Stenico,femmine,12,2
022170,Sarnonico,maschi,12,4
022173,Sfruz,maschi,12,7
022022,Borgo Valsugana,totale,13,58
022007,Avio,totale,13,43
022184,Strembo,femmine,12,2
022003,Aldeno,femmine,13,11
022209,Valfloriana,maschi,12,0
022164,Sagron Mis,femmine,12,1
022176,Soraga Di Fassa,totale,12,5
022179,Spiazzo,maschi,12,6
022189,Telve Di Sopra,maschi,12,0
022202,Torcegno,maschi,12,4
022163,Rumo,totale,12,12
022167,San Michele All'Adige,totale,12,42
022209,Valfloriana,totale,12,2
022203,Trambileno,maschi,12,6
022171,Scurelle,totale,12,22
022191,Tenno,maschi,12,9
022179,Spiazzo,femmine,12,9
022043,Carzano,maschi,12,2
022009,Baselga Di Pinè,femmine,13,22
022181,Sporminore,maschi,12,4
022190,Tenna,totale,12,8
022183,Storo,totale,12,75
022009,Baselga Di Pinè,maschi,13,25
022222,Villa Lagarina,maschi,12,16
022189,Telve Di Sopra,femmine,12,1
022124,Nago-Torbole,totale,12,25
022168,Sant'Orsola Terme,femmine,12,5
022006,Arco,totale,13,165
022180,Spormaggiore,maschi,12,5
022173,Sfruz,femmine,12,3
022011,Bedollo,maschi,13,11
022188,Telve,maschi,12,9
022127,Nogaredo,femmine,12,4
022167,San Michele All'Adige,maschi,12,21
022195,Terzolas,femmine,12,1
022165,Samone,maschi,12,3
022123,Mori,maschi,12,48
022168,Sant'Orsola Terme,totale,12,8
022184,Strembo,maschi,12,5
022005,Andalo,maschi,13,6
022043,Carzano,femmine,12,2
