Id,Comune,Sesso,Anni,Popolazione
022205,Trento,maschi,0,483
022205,Trento,femmine,0,417
022205,Trento,totale,0,900
022001,Ala,maschi,0,27
022001,Ala,femmine,0,29
022001,Ala,totale,0,56
022002,Albiano,maschi,0,6
022002,Albiano,femmine,0,6
022002,Albiano,totale,0,12
022003,Aldeno,maschi,0,15
022003,Aldeno,femmine,0,14
022003,Aldeno,totale,0,29
022005,Andalo,maschi,0,3
022005,Andalo,femmine,0,2
022005,Andalo,totale,0,5
022006,Arco,maschi,0,64
022006,Arco,femmine,0,65
022006,Arco,totale,0,129
022007,Avio,maschi,0,17
022007,Avio,femmine,0,11
022007,Avio,totale,0,28
022013,Besenello,maschi,0,12
022013,Besenello,femmine,0,18
022013,Besenello,totale,0,30
022015,Bieno,maschi,0,0
022015,Bieno,femmine,0,4
022015,Bieno,totale,0,4
022017,Bleggio Superiore,maschi,0,7
022017,Bleggio Superiore,femmine,0,4
022017,Bleggio Superiore,totale,0,11
022018,Bocenago,maschi,0,0
022018,Bocenago,femmine,0,3
022018,Bocenago,totale,0,3
022021,Bondone,maschi,0,2
022021,Bondone,femmine,0,1
022021,Bondone,totale,0,3
022022,Borgo Valsugana,maschi,0,25
022022,Borgo Valsugana,femmine,0,25
022022,Borgo Valsugana,totale,0,50
022029,Caderzone Terme,maschi,0,1
022029,Caderzone Terme,femmine,0,1
022029,Caderzone Terme,totale,0,2
022032,Calceranica Al Lago,maschi,0,3
022032,Calceranica Al Lago,femmine,0,3
022032,Calceranica Al Lago,totale,0,6
022033,Caldes,maschi,0,4
022033,Caldes,femmine,0,7
022033,Caldes,totale,0,11
022034,Caldonazzo,maschi,0,15
022034,Caldonazzo,femmine,0,16
022034,Caldonazzo,totale,0,31
022035,Calliano,maschi,0,9
022035,Calliano,femmine,0,7
022035,Calliano,totale,0,16
022036,Campitello Di Fassa,maschi,0,3
022036,Campitello Di Fassa,femmine,0,3
022036,Campitello Di Fassa,totale,0,6
022037,Campodenno,maschi,0,7
022037,Campodenno,femmine,0,7
022037,Campodenno,totale,0,14
022038,Canal San Bovo,maschi,0,7
022038,Canal San Bovo,femmine,0,3
022038,Canal San Bovo,totale,0,10
022039,Canazei,maschi,0,11
022039,Canazei,femmine,0,6
022039,Canazei,totale,0,17
022040,Capriana,maschi,0,2
022040,Capriana,femmine,0,3
022040,Capriana,totale,0,5
022042,Carisolo,maschi,0,1
022042,Carisolo,femmine,0,2
022042,Carisolo,totale,0,3
022043,Carzano,maschi,0,1
022043,Carzano,femmine,0,0
022043,Carzano,totale,0,1
022045,Castel Condino,maschi,0,0
022045,Castel Condino,femmine,0,1
022045,Castel Condino,totale,0,1
022048,Castello Tesino,maschi,0,7
022048,Castello Tesino,totale,0,7
022047,Castello-Molina Di Fiemme,femmine,0,7
022047,Castello-Molina Di Fiemme,totale,0,12
022050,Cavalese,maschi,0,12
022050,Cavalese,femmine,0,16
022050,Cavalese,totale,0,28
022051,Cavareno,maschi,0,6
022051,Cavareno,femmine,0,3
022051,Cavareno,totale,0,9
022052,Cavedago,maschi,0,2
022052,Cavedago,femmine,0,0
022052,Cavedago,totale,0,2
022053,Cavedine,maschi,0,13
022053,Cavedine,femmine,0,9
022053,Cavedine,totale,0,22
022054,Cavizzana,maschi,0,0
022054,Cavizzana,femmine,0,0
022054,Cavizzana,totale,0,0
022058,Cimone,maschi,0,3
022058,Cimone,femmine,0,2
022059,Cinte Tesino,maschi,0,1
022059,Cinte Tesino,femmine,0,1
022059,Cinte Tesino,totale,0,2
022060,Cis,maschi,0,2
022060,Cis,totale,0,3
022061,Civezzano,maschi,0,17
022061,Civezzano,femmine,0,16
022061,Civezzano,totale,0,33
022228,Comano Terme,maschi,0,13
022228,Comano Terme,femmine,0,13
022228,Comano Terme,totale,0,26
022064,Commezzadura,maschi,0,7
022064,Commezzadura,femmine,0,3
022064,Commezzadura,totale,0,10
022068,Croviana,maschi,0,6
022068,Croviana,totale,0,7
022087,Folgaria,maschi,0,9
022087,Folgaria,femmine,0,9
022087,Folgaria,totale,0,18
022092,Giovo,maschi,0,18
022092,Giovo,femmine,0,12
022092,Giovo,totale,0,30
022093,Giustino,maschi,0,4
022093,Giustino,femmine,0,7
022093,Giustino,totale,0,11
022095,Grigno,maschi,0,8
022095,Grigno,femmine,0,5
022095,Grigno,totale,0,13
022102,Lavarone,maschi,0,3
022102,Lavarone,femmine,0,7
022102,Lavarone,totale,0,10
022103,Lavis,maschi,0,45
022103,Lavis,femmine,0,34
022103,Lavis,totale,0,79
022229,Ledro,maschi,0,26
022229,Ledro,femmine,0,21
022229,Ledro,totale,0,47
022104,Levico Terme,maschi,0,26
022104,Levico Terme,femmine,0,29
022104,Levico Terme,totale,0,55
022106,Livo,maschi,0,0
022106,Livo,femmine,0,2
022106,Livo,totale,0,2
022108,Lona-Lases,maschi,0,4
022108,Lona-Lases,femmine,0,4
022108,Lona-Lases,totale,0,8
022109,Luserna,maschi,0,0
022109,Luserna,femmine,0,2
022109,Luserna,totale,0,2
022110,Malé,totale,0,12
022168,Sant'Orsola Terme,totale,0,4
022098,Isera,femmine,0,10
022009,Baselga Di Pinè,maschi,0,22
022173,Sfruz,maschi,0,0
022169,Sanzeno,femmine,0,4
022074,Denno,maschi,0,5
022124,Nago-Torbole,totale,0,12
022090,Frassilongo,totale,0,3
022113,Mazzin,maschi,0,5
022114,Mezzana,maschi,0,0
022118,Moena,femmine,0,10
022068,Croviana,femmine,0,1
022062,Cles,maschi,0,35
022071,Dambel,totale,0,1
022163,Rumo,maschi,0,2
022170,Sarnonico,femmine,0,3
022078,Drena,totale,0,3
022165,Samone,femmine,0,1
022117,Mezzolombardo,femmine,0,23
022124,Nago-Torbole,femmine,0,6
022128,Nomi,femmine,0,4
022127,Nogaredo,totale,0,14
022161,Rovereto,maschi,0,139
022128,Nomi,totale,0,9
022161,Rovereto,femmine,0,135
022127,Nogaredo,femmine,0,6
022058,Cimone,totale,0,5
022116,Mezzocorona,maschi,0,26
022079,Dro,maschi,0,25
022048,Castello Tesino,femmine,0,0
022164,Sagron Mis,femmine,0,2
022129,Novaledo,totale,0,14
022110,Malé,maschi,0,2
022147,Predazzo,maschi,0,12
022049,Castelnuovo,totale,0,8
022131,Ossana,maschi,0,1
022168,Sant'Orsola Terme,femmine,0,1
022098,Isera,totale,0,17
022112,Massimeno,maschi,0,0
022097,Imer,maschi,0,5
022026,Bresimo,totale,0,4
022162,Ruffrè-Mendola,totale,0,1
022114,Mezzana,femmine,0,1
022089,Fornace,totale,0,7
022118,Moena,totale,0,19
022130,Ospedaletto,maschi,0,3
022113,Mazzin,femmine,0,5
022150,Rabbi,maschi,0,4
022170,Sarnonico,maschi,0,4
022160,Roverè Della Luna,maschi,0,5
022110,Malé,femmine,0,10
022115,Mezzano,maschi,0,4
022165,Samone,maschi,0,1
022120,Molveno,maschi,0,6
022153,Riva Del Garda,totale,0,132
022123,Mori,maschi,0,46
022117,Mezzolombardo,totale,0,63
022116,Mezzocorona,femmine,0,30
022144,Pomarolo,totale,0,10
022164,Sagron Mis,maschi,0,1
022047,Castello-Molina Di Fiemme,maschi,0,5
022089,Fornace,femmine,0,3
022097,Imer,femmine,0,7
022131,Ossana,femmine,0,1
022078,Drena,femmine,0,1
022115,Mezzano,femmine,0,9
022147,Predazzo,totale,0,25
022168,Sant'Orsola Terme,maschi,0,3
022129,Novaledo,maschi,0,6
022112,Massimeno,femmine,0,0
022130,Ospedaletto,femmine,0,2
022113,Mazzin,totale,0,10
022128,Nomi,maschi,0,5
022025,Brentonico,totale,0,39
022130,Ospedaletto,totale,0,5
022127,Nogaredo,maschi,0,8
022162,Ruffrè-Mendola,femmine,0,1
022114,Mezzana,totale,0,1
022011,Bedollo,totale,0,9
022049,Castelnuovo,femmine,0,5
022163,Rumo,totale,0,5
022131,Ossana,totale,0,2
022150,Rabbi,totale,0,8
022120,Molveno,femmine,0,5
022160,Roverè Della Luna,totale,0,11
022123,Mori,totale,0,91
022098,Isera,maschi,0,7
022123,Mori,femmine,0,45
022097,Imer,totale,0,12
022011,Bedollo,femmine,0,3
022071,Dambel,femmine,0,1
022026,Bresimo,maschi,0,2
022144,Pomarolo,maschi,0,5
022089,Fornace,maschi,0,4
022144,Pomarolo,femmine,0,5
022116,Mezzocorona,totale,0,56
022090,Frassilongo,femmine,0,3
022115,Mezzano,totale,0,13
022147,Predazzo,femmine,0,13
022112,Massimeno,totale,0,0
022062,Cles,femmine,0,37
022163,Rumo,femmine,0,3
022049,Castelnuovo,maschi,0,3
022025,Brentonico,femmine,0,20
022162,Ruffrè-Mendola,maschi,0,0
022118,Moena,maschi,0,9
022169,Sanzeno,totale,0,8
022079,Dro,totale,0,41
022011,Bedollo,maschi,0,6
022074,Denno,femmine,0,1
022120,Molveno,totale,0,11
022170,Sarnonico,totale,0,7
022150,Rabbi,femmine,0,4
022165,Samone,totale,0,2
022160,Roverè Della Luna,femmine,0,6
022117,Mezzolombardo,maschi,0,40
022009,Baselga Di Pinè,femmine,0,14
022164,Sagron Mis,totale,0,3
022060,Cis,femmine,0,1
022079,Dro,femmine,0,16
022074,Denno,totale,0,6
022124,Nago-Torbole,maschi,0,6
022090,Frassilongo,maschi,0,0
022026,Bresimo,femmine,0,2
022025,Brentonico,maschi,0,19
022161,Rovereto,totale,0,274
022009,Baselga Di Pinè,totale,0,36
022062,Cles,totale,0,72
022071,Dambel,maschi,0,0
022172,Segonzano,femmine,0,2
022171,Scurelle,totale,0,8
022135,Ronzo-Chienis,totale,0,8
022226,Ziano Di Fiemme,femmine,0,6
022137,Pellizzano,maschi,0,10
022224,Volano,femmine,0,15
022183,Storo,totale,0,41
022226,Ziano Di Fiemme,maschi,0,10
022143,Pinzolo,totale,0,22
022210,Vallarsa,totale,0,9
022013,Besenello,maschi,1,14
022189,Telve Di Sopra,maschi,0,2
022190,Tenna,femmine,0,8
022209,Valfloriana,maschi,0,1
022199,Tione Di Trento,maschi,0,17
022018,Bocenago,femmine,1,1
022167,San Michele All'Adige,femmine,0,18
022195,Terzolas,femmine,0,6
022203,Trambileno,maschi,0,10
022136,Peio,totale,0,4
022155,Romeno,totale,0,9
022181,Sporminore,maschi,0,2
022205,Trento,femmine,1,471
022182,Stenico,maschi,0,5
022157,Ronchi Valsugana,maschi,0,2
022139,Pergine Valsugana,maschi,0,75
022017,Bleggio Superiore,femmine,1,7
022184,Strembo,maschi,0,2
022136,Peio,femmine,0,2
022139,Pergine Valsugana,femmine,0,73
022188,Telve,maschi,0,1
022193,Terragnolo,femmine,0,4
022169,Sanzeno,maschi,0,4
022157,Ronchi Valsugana,femmine,0,3
022156,Roncegno Terme,totale,0,16
022017,Bleggio Superiore,maschi,1,10
022200,Ton,totale,0,11
022177,Sover,femmine,0,3
022196,Tesero,maschi,0,9
022081,Fai Della Paganella,totale,0,6
022167,San Michele All'Adige,maschi,0,24
022137,Pellizzano,femmine,0,2
022029,Caderzone Terme,totale,1,4
022183,Storo,femmine,0,21
022224,Volano,maschi,0,16
022216,Vignola-Falesina,femmine,0,1
022176,Soraga Di Fassa,totale,0,7
022134,Panchià,totale,0,4
022172,Segonzano,maschi,0,3
022143,Pinzolo,femmine,0,12
022081,Fai Della Paganella,femmine,0,3
022195,Terzolas,maschi,0,4
022191,Tenno,totale,0,13
022156,Roncegno Terme,femmine,0,6
022018,Bocenago,maschi,1,1
022193,Terragnolo,maschi,0,0
022155,Romeno,femmine,0,3
022091,Garniga Terme,totale,0,0
022133,Palù Del Fersina,totale,0,1
022202,Torcegno,totale,0,7
022210,Vallarsa,femmine,0,2
022205,Trento,maschi,1,521
022179,Spiazzo,totale,0,5
022177,Sover,maschi,0,0
022138,Pelugo,maschi,0,1
022188,Telve,totale,0,5
022171,Scurelle,maschi,0,4
022191,Tenno,femmine,0,8
022015,Bieno,femmine,1,2
022142,Pieve Tesino,totale,0,8
022224,Volano,totale,0,31
022081,Fai Della Paganella,maschi,0,3
022199,Tione Di Trento,totale,0,33
022134,Panchià,maschi,0,0
022202,Torcegno,femmine,0,3
022176,Soraga Di Fassa,femmine,0,4
022181,Sporminore,totale,0,6
022138,Pelugo,femmine,0,2
022183,Storo,maschi,0,20
022180,Spormaggiore,femmine,0,3
022216,Vignola-Falesina,totale,0,5
022189,Telve Di Sopra,totale,0,2
022203,Trambileno,totale,0,14
022142,Pieve Tesino,femmine,0,4
022091,Garniga Terme,femmine,0,0
022179,Spiazzo,femmine,0,2
022209,Valfloriana,totale,0,2
022138,Pelugo,totale,0,3
022078,Drena,maschi,0,2
022153,Riva Del Garda,femmine,0,66
022184,Strembo,totale,0,5
022222,Villa Lagarina,femmine,0,11
022196,Tesero,totale,0,13
022210,Vallarsa,maschi,0,7
022042,Carisolo,maschi,1,2
022167,San Michele All'Adige,totale,0,42
022176,Soraga Di Fassa,maschi,0,3
022202,Torcegno,maschi,0,4
022013,Besenello,totale,1,27
022191,Tenno,maschi,0,5
022226,Ziano Di Fiemme,totale,0,16
022173,Sfruz,femmine,0,1
022209,Valfloriana,femmine,0,1
022137,Pellizzano,totale,0,12
022190,Tenna,maschi,0,4
022171,Scurelle,femmine,0,4
022153,Riva Del Garda,maschi,0,66
022177,Sover,totale,0,3
022189,Telve Di Sopra,femmine,0,0
022159,Ronzone,totale,0,3
022179,Spiazzo,maschi,0,3
022156,Roncegno Terme,maschi,0,10
022222,Villa Lagarina,totale,0,27
022190,Tenna,totale,0,12
022139,Pergine Valsugana,totale,0,148
022091,Garniga Terme,maschi,0,0
022142,Pieve Tesino,maschi,0,4
022143,Pinzolo,maschi,0,10
022199,Tione Di Trento,femmine,0,16
022200,Ton,maschi,0,4
022180,Spormaggiore,maschi,0,7
022133,Palù Del Fersina,femmine,0,1
022134,Panchià,femmine,0,4
022222,Villa Lagarina,maschi,0,16
022173,Sfruz,totale,0,1
022203,Trambileno,femmine,0,4
022205,Trento,totale,1,992
022180,Spormaggiore,totale,0,10
022184,Strembo,femmine,0,3
022172,Segonzano,totale,0,5
022196,Tesero,femmine,0,4
022129,Novaledo,femmine,0,8
022182,Stenico,totale,0,8
022017,Bleggio Superiore,totale,1,17
022013,Besenello,femmine,1,13
022195,Terzolas,totale,0,10
022133,Palù Del Fersina,maschi,0,0
022200,Ton,femmine,0,7
022015,Bieno,maschi,1,0
022182,Stenico,femmine,0,3
022216,Vignola-Falesina,maschi,0,4
022188,Telve,femmine,0,4
022136,Peio,maschi,0,2
022193,Terragnolo,totale,0,4
022181,Sporminore,femmine,0,4
022155,Romeno,maschi,0,6
022083,Fiavè,maschi,0,5
022083,Fiavè,femmine,0,3
022083,Fiavè,totale,0,8
022085,Fierozzo,maschi,0,1
022085,Fierozzo,femmine,0,1
022157,Ronchi Valsugana,totale,0,5
022135,Ronzo-Chienis,maschi,0,3
022135,Ronzo-Chienis,femmine,0,5
022159,Ronzone,maschi,0,2
022159,Ronzone,femmine,0,1
022213,Vermiglio,maschi,0,8
022213,Vermiglio,femmine,0,5
022213,Vermiglio,totale,0,13
022001,Ala,maschi,1,33
022001,Ala,femmine,1,30
022001,Ala,totale,1,63
022002,Albiano,maschi,1,9
022002,Albiano,femmine,1,7
022002,Albiano,totale,1,16
022003,Aldeno,maschi,1,12
022003,Aldeno,femmine,1,13
022015,Bieno,totale,1,2
022018,Bocenago,totale,1,2
022021,Bondone,maschi,1,1
022021,Bondone,femmine,1,3
022021,Bondone,totale,1,4
022022,Borgo Valsugana,maschi,1,21
022022,Borgo Valsugana,femmine,1,30
022022,Borgo Valsugana,totale,1,51
022025,Brentonico,maschi,1,21
022025,Brentonico,femmine,1,15
022025,Brentonico,totale,1,36
022026,Bresimo,maschi,1,0
022026,Bresimo,femmine,1,0
022026,Bresimo,totale,1,0
022029,Caderzone Terme,maschi,1,2
022029,Caderzone Terme,femmine,1,2
022032,Calceranica Al Lago,maschi,1,3
022032,Calceranica Al Lago,femmine,1,5
022032,Calceranica Al Lago,totale,1,8
022033,Caldes,maschi,1,5
022033,Caldes,femmine,1,1
022033,Caldes,totale,1,6
022034,Caldonazzo,maschi,1,21
022034,Caldonazzo,femmine,1,16
022034,Caldonazzo,totale,1,37
022035,Calliano,maschi,1,18
022035,Calliano,femmine,1,11
022035,Calliano,totale,1,29
022036,Campitello Di Fassa,maschi,1,2
022036,Campitello Di Fassa,femmine,1,2
022036,Campitello Di Fassa,totale,1,4
022037,Campodenno,maschi,1,8
022037,Campodenno,femmine,1,6
022037,Campodenno,totale,1,14
022038,Canal San Bovo,maschi,1,3
022038,Canal San Bovo,femmine,1,10
022038,Canal San Bovo,totale,1,13
022039,Canazei,maschi,1,5
022039,Canazei,femmine,1,10
022039,Canazei,totale,1,15
022040,Capriana,maschi,1,2
022040,Capriana,femmine,1,2
022040,Capriana,totale,1,4
022042,Carisolo,femmine,1,2
022042,Carisolo,totale,1,4
022043,Carzano,maschi,1,1
022043,Carzano,femmine,1,1
022043,Carzano,totale,1,2
022045,Castel Condino,maschi,1,1
022045,Castel Condino,femmine,1,0
022045,Castel Condino,totale,1,1
022048,Castello Tesino,maschi,1,3
022048,Castello Tesino,femmine,1,3
022048,Castello Tesino,totale,1,6
022047,Castello-Molina Di Fiemme,maschi,1,8
022047,Castello-Molina Di Fiemme,femmine,1,9
022047,Castello-Molina Di Fiemme,totale,1,17
022049,Castelnuovo,maschi,1,8
022049,Castelnuovo,femmine,1,1
022049,Castelnuovo,totale,1,9
022058,Cimone,maschi,1,6
022058,Cimone,femmine,1,2
022058,Cimone,totale,1,8
022059,Cinte Tesino,maschi,1,2
022059,Cinte Tesino,femmine,1,0
022059,Cinte Tesino,totale,1,2
022060,Cis,maschi,1,0
022060,Cis,femmine,1,1
022060,Cis,totale,1,1
022061,Civezzano,maschi,1,19
022061,Civezzano,femmine,1,20
022061,Civezzano,totale,1,39
022062,Cles,maschi,1,32
022062,Cles,femmine,1,31
022062,Cles,totale,1,63
022228,Comano Terme,maschi,1,9
022228,Comano Terme,femmine,1,10
022228,Comano Terme,totale,1,19
022064,Commezzadura,maschi,1,3
022064,Commezzadura,femmine,1,4
022064,Commezzadura,totale,1,7
022068,Croviana,maschi,1,3
022068,Croviana,femmine,1,2
022068,Croviana,totale,1,5
022071,Dambel,maschi,1,1
022071,Dambel,femmine,1,1
022071,Dambel,totale,1,2
022074,Denno,maschi,1,3
022074,Denno,femmine,1,1
022074,Denno,totale,1,4
022078,Drena,maschi,1,2
022078,Drena,femmine,1,2
022078,Drena,totale,1,4
022079,Dro,maschi,1,21
022079,Dro,femmine,1,23
022079,Dro,totale,1,44
022081,Fai Della Paganella,maschi,1,0
022081,Fai Della Paganella,femmine,1,1
022081,Fai Della Paganella,totale,1,1
022083,Fiavè,maschi,1,4
022083,Fiavè,femmine,1,8
022083,Fiavè,totale,1,12
022085,Fierozzo,maschi,1,5
022085,Fierozzo,femmine,1,2
022085,Fierozzo,totale,1,7
022087,Folgaria,maschi,1,17
022087,Folgaria,femmine,1,13
022087,Folgaria,totale,1,30
022089,Fornace,maschi,1,7
022089,Fornace,femmine,1,10
022090,Frassilongo,maschi,1,0
022090,Frassilongo,femmine,1,1
022090,Frassilongo,totale,1,1
022092,Giovo,maschi,1,12
022092,Giovo,femmine,1,15
022092,Giovo,totale,1,27
022093,Giustino,maschi,1,6
022093,Giustino,femmine,1,4
022093,Giustino,totale,1,10
022095,Grigno,maschi,1,8
022095,Grigno,femmine,1,5
022095,Grigno,totale,1,13
022097,Imer,maschi,1,10
022097,Imer,femmine,1,4
022097,Imer,totale,1,14
022098,Isera,maschi,1,14
022098,Isera,femmine,1,17
022098,Isera,totale,1,31
022085,Fierozzo,totale,0,2
022003,Aldeno,totale,1,25
022050,Cavalese,maschi,1,16
022050,Cavalese,femmine,1,7
022050,Cavalese,totale,1,23
022051,Cavareno,maschi,1,5
022051,Cavareno,femmine,1,5
022051,Cavareno,totale,1,10
022052,Cavedago,maschi,1,3
022052,Cavedago,femmine,1,3
022052,Cavedago,totale,1,6
022053,Cavedine,maschi,1,15
022053,Cavedine,femmine,1,7
022053,Cavedine,totale,1,22
022054,Cavizzana,maschi,1,2
022054,Cavizzana,femmine,1,1
022054,Cavizzana,totale,1,3
022089,Fornace,totale,1,17
022091,Garniga Terme,maschi,1,3
022091,Garniga Terme,femmine,1,1
022091,Garniga Terme,totale,1,4
022112,Massimeno,maschi,1,1
022112,Massimeno,femmine,1,1
022112,Massimeno,totale,1,2
022113,Mazzin,maschi,1,1
022113,Mazzin,femmine,1,1
022113,Mazzin,totale,1,2
022114,Mezzana,maschi,1,1
022114,Mezzana,femmine,1,3
022114,Mezzana,totale,1,4
022115,Mezzano,maschi,1,8
022115,Mezzano,femmine,1,4
022115,Mezzano,totale,1,12
022116,Mezzocorona,maschi,1,23
022116,Mezzocorona,femmine,1,25
022116,Mezzocorona,totale,1,48
022117,Mezzolombardo,maschi,1,32
022117,Mezzolombardo,femmine,1,32
022117,Mezzolombardo,totale,1,64
022118,Moena,maschi,1,5
022118,Moena,femmine,1,11
022118,Moena,totale,1,16
022120,Molveno,maschi,1,5
022120,Molveno,femmine,1,5
022120,Molveno,totale,1,10
022123,Mori,maschi,1,41
022123,Mori,femmine,1,45
022123,Mori,totale,1,86
022124,Nago-Torbole,maschi,1,6
022124,Nago-Torbole,femmine,1,8
022124,Nago-Torbole,totale,1,14
022127,Nogaredo,maschi,1,9
022127,Nogaredo,femmine,1,8
022127,Nogaredo,totale,1,17
022128,Nomi,maschi,1,5
022128,Nomi,femmine,1,3
022128,Nomi,totale,1,8
022129,Novaledo,maschi,1,5
022129,Novaledo,femmine,1,7
022129,Novaledo,totale,1,12
022130,Ospedaletto,maschi,1,5
022130,Ospedaletto,femmine,1,1
022130,Ospedaletto,totale,1,6
022131,Ossana,maschi,1,3
022131,Ossana,femmine,1,0
022131,Ossana,totale,1,3
022133,Palù Del Fersina,maschi,1,1
022133,Palù Del Fersina,femmine,1,0
022133,Palù Del Fersina,totale,1,1
022134,Panchià,maschi,1,0
022134,Panchià,femmine,1,2
022134,Panchià,totale,1,2
022136,Peio,maschi,1,5
022136,Peio,femmine,1,6
022136,Peio,totale,1,11
022137,Pellizzano,maschi,1,3
022137,Pellizzano,femmine,1,2
022137,Pellizzano,totale,1,5
022138,Pelugo,maschi,1,2
022138,Pelugo,femmine,1,1
022138,Pelugo,totale,1,3
022139,Pergine Valsugana,maschi,1,94
022139,Pergine Valsugana,femmine,1,102
022139,Pergine Valsugana,totale,1,196
022142,Pieve Tesino,maschi,1,1
022142,Pieve Tesino,femmine,1,0
022142,Pieve Tesino,totale,1,1
022143,Pinzolo,maschi,1,18
022143,Pinzolo,femmine,1,8
022143,Pinzolo,totale,1,26
022144,Pomarolo,maschi,1,8
022144,Pomarolo,femmine,1,12
022144,Pomarolo,totale,1,20
022147,Predazzo,maschi,1,8
022147,Predazzo,femmine,1,13
022147,Predazzo,totale,1,21
022150,Rabbi,femmine,1,10
022153,Riva Del Garda,maschi,1,55
022153,Riva Del Garda,femmine,1,64
022153,Riva Del Garda,totale,1,119
022155,Romeno,totale,1,11
022156,Roncegno Terme,maschi,1,13
022157,Ronchi Valsugana,maschi,1,2
022135,Ronzo-Chienis,maschi,1,5
022135,Ronzo-Chienis,femmine,1,4
022135,Ronzo-Chienis,totale,1,9
022159,Ronzone,maschi,1,1
022159,Ronzone,femmine,1,0
022159,Ronzone,totale,1,1
022160,Roverè Della Luna,maschi,1,9
022160,Roverè Della Luna,femmine,1,8
022160,Roverè Della Luna,totale,1,17
022161,Rovereto,maschi,1,154
022161,Rovereto,femmine,1,126
022161,Rovereto,totale,1,280
022162,Ruffrè-Mendola,maschi,1,1
022162,Ruffrè-Mendola,femmine,1,0
022162,Ruffrè-Mendola,totale,1,1
022163,Rumo,maschi,1,3
022163,Rumo,femmine,1,3
022163,Rumo,totale,1,6
022164,Sagron Mis,maschi,1,1
022164,Sagron Mis,femmine,1,1
022164,Sagron Mis,totale,1,2
022165,Samone,maschi,1,4
022165,Samone,femmine,1,0
022165,Samone,totale,1,4
022176,Soraga Di Fassa,maschi,1,4
022176,Soraga Di Fassa,femmine,1,2
022176,Soraga Di Fassa,totale,1,6
022177,Sover,maschi,1,2
022177,Sover,femmine,1,0
022177,Sover,totale,1,2
022179,Spiazzo,maschi,1,3
022179,Spiazzo,femmine,1,4
022179,Spiazzo,totale,1,7
022180,Spormaggiore,maschi,1,5
022180,Spormaggiore,femmine,1,5
022180,Spormaggiore,totale,1,10
022181,Sporminore,maschi,1,6
022181,Sporminore,femmine,1,3
022181,Sporminore,totale,1,9
022182,Stenico,maschi,1,2
022182,Stenico,femmine,1,9
022182,Stenico,totale,1,11
022184,Strembo,maschi,1,5
022193,Terragnolo,maschi,1,0
022193,Terragnolo,femmine,1,0
022195,Terzolas,maschi,1,2
022195,Terzolas,femmine,1,2
022195,Terzolas,totale,1,4
022196,Tesero,femmine,1,11
022199,Tione Di Trento,femmine,1,15
022003,Aldeno,femmine,2,6
022172,Segonzano,femmine,1,3
022228,Comano Terme,totale,2,31
022228,Comano Terme,maschi,2,16
022002,Albiano,totale,2,9
022156,Roncegno Terme,totale,1,25
022196,Tesero,maschi,1,12
022168,Sant'Orsola Terme,totale,1,10
022213,Vermiglio,totale,1,10
022188,Telve,maschi,1,8
022170,Sarnonico,femmine,1,1
022032,Calceranica Al Lago,maschi,2,9
022203,Trambileno,maschi,1,5
022039,Canazei,maschi,2,9
022043,Carzano,femmine,2,2
022006,Arco,femmine,2,66
022171,Scurelle,totale,1,13
022202,Torcegno,totale,1,4
022189,Telve Di Sopra,maschi,1,2
022216,Vignola-Falesina,totale,1,2
022205,Trento,femmine,2,442
022224,Volano,femmine,1,8
022029,Caderzone Terme,femmine,2,2
022157,Ronchi Valsugana,femmine,1,3
022042,Carisolo,totale,2,4
022210,Vallarsa,totale,1,8
022169,Sanzeno,femmine,1,3
022036,Campitello Di Fassa,maschi,2,2
022167,San Michele All'Adige,femmine,1,16
022226,Ziano Di Fiemme,maschi,1,6
022183,Storo,totale,1,28
022005,Andalo,totale,2,9
022002,Albiano,femmine,2,3
022213,Vermiglio,femmine,1,3
022173,Sfruz,maschi,1,2
022006,Arco,maschi,2,76
022199,Tione Di Trento,maschi,1,12
022190,Tenna,femmine,1,4
022034,Caldonazzo,maschi,2,18
022167,San Michele All'Adige,maschi,1,23
022042,Carisolo,femmine,2,1
022209,Valfloriana,totale,1,2
022033,Caldes,maschi,2,1
022003,Aldeno,maschi,2,12
022155,Romeno,femmine,1,5
022035,Calliano,totale,2,25
022001,Ala,totale,2,80
022032,Calceranica Al Lago,totale,2,14
022189,Telve Di Sopra,totale,1,5
022172,Segonzano,totale,1,7
022156,Roncegno Terme,femmine,1,12
022009,Baselga Di Pinè,totale,2,43
022172,Segonzano,maschi,1,4
022049,Castelnuovo,totale,2,5
022005,Andalo,totale,1,11
022210,Vallarsa,femmine,1,3
022009,Baselga Di Pinè,femmine,2,18
022196,Tesero,totale,1,23
022001,Ala,femmine,2,45
022171,Scurelle,maschi,1,10
022033,Caldes,totale,2,5
022200,Ton,totale,1,5
022048,Castello Tesino,totale,2,11
022210,Vallarsa,maschi,1,5
022202,Torcegno,femmine,1,3
022005,Andalo,femmine,1,8
022203,Trambileno,totale,1,9
022183,Storo,femmine,1,18
022036,Campitello Di Fassa,totale,2,3
022173,Sfruz,totale,1,4
022034,Caldonazzo,totale,2,34
022171,Scurelle,femmine,1,3
022191,Tenno,totale,1,18
022170,Sarnonico,maschi,1,1
022190,Tenna,maschi,1,5
022150,Rabbi,maschi,1,5
022216,Vignola-Falesina,femmine,1,1
022029,Caderzone Terme,maschi,2,2
022043,Carzano,totale,2,5
022224,Volano,maschi,1,14
022205,Trento,maschi,2,470
022043,Carzano,maschi,2,3
022011,Bedollo,maschi,2,6
